empid|flightrisk|currentsalary|joblevel|yearseducation|travelamt|gender
26831|medium|68171|4|15|50|Female
26832|medium|68216|3|14|60|Female
26833|medium|68226|2|15|40|Female
26834|medium|60729|4|14|90|Female
26835|medium|63404|4|15|70|Female
26836|medium|66713|2|15|40|Female
26837|medium|66981|4|14|90|Female
26838|medium|63829|1|14|40|Female
26839|medium|68202|2|16|20|Female
26840|medium|69650|1|15|100|Female
26841|medium|55777|2|16|80|Female
26842|medium|68742|3|14|70|Female
26843|medium|61585|1|14|60|Female
26844|medium|56007|1|16|80|Female
26845|medium|65446|4|14|50|Female
26846|medium|67682|4|16|70|Female
26847|medium|66808|4|14|20|Female
26848|medium|60672|2|14|30|Female
26849|medium|65602|2|16|60|Female
26850|medium|61192|4|16|50|Female
26851|medium|68368|2|14|0|Female
26852|medium|55636|2|14|40|Female
26853|medium|66593|2|16|80|Female
26854|medium|55583|3|15|0|Female
26855|medium|68741|3|15|80|Female
26856|low|77592|3|14|30|Male
26857|low|59402|4|14|80|Male
26858|low|54096|5|12|10|Female
26859|low|50006|4|14|100|Female
26860|low|48018|3|14|90|Male
26861|low|45966|6|12|60|Male
26862|low|48287|6|13|10|Male
26863|low|45476|5|13|60|Female
26864|low|49481|4|13|60|Male
26865|low|57754|4|12|90|Female
26866|low|48071|6|12|80|Female
26867|low|52641|3|12|70|Male
26868|low|47855|6|14|10|Male
26869|low|49709|4|12|30|Male
26870|low|59036|6|14|70|Male
26871|low|57086|6|12|70|Female
26872|low|47968|5|13|90|Male
26873|low|56456|3|13|50|Female
26874|low|58975|6|13|80|Female
26875|low|52319|4|12|40|Female
26876|low|58987|6|14|90|Female
26877|low|45892|3|12|0|Male
26878|low|58296|6|14|0|Female
26879|low|51159|4|13|50|Female
26880|low|52448|4|13|100|Male
26881|low|52346|4|12|30|Female
26882|low|45801|3|12|60|Female
26883|low|46963|4|12|40|Female
26884|low|47401|5|12|80|Female
26885|low|53549|4|14|30|Female
26886|low|46530|6|14|40|Female
26887|low|47128|5|14|80|Female
26888|low|51483|5|14|20|Female
26889|low|59796|3|13|100|Male
26890|low|46445|4|13|90|Male
26891|low|47519|5|14|40|Female
26892|low|59425|6|13|20|Male
26893|low|55829|4|12|90|Female
26894|low|46776|5|13|90|Male
26895|low|53293|4|13|80|Male
26896|low|54607|4|14|60|Male
26897|low|45868|3|13|100|Female
26898|low|47150|3|14|10|Female
26899|low|52678|3|14|90|Male
26900|low|52462|6|12|80|Male
26901|low|50703|6|13|40|Female
26902|low|59164|5|14|40|Male
26903|low|53082|5|13|40|Male
26904|low|53035|3|13|90|Male
26905|low|46146|6|12|40|Female
26906|high|32181|6|16|90|Female
26907|high|72070|5|20|90|Male
26908|high|72207|5|20|60|Female
26909|high|87729|6|18|40|Female
26910|high|78559|6|17|70|Male
26911|high|87556|5|17|10|Female
26912|high|86743|7|20|90|Female
26913|high|64801|5|19|50|Male
26914|high|60863|5|19|70|Male
26915|high|75796|6|19|40|Female
26916|high|81976|6|20|70|Female
26917|high|72394|7|18|30|Male
26918|high|85605|5|20|50|Female
26919|high|66493|5|16|90|Female
26920|high|61383|7|16|30|Male
26921|high|71810|5|19|0|Female
26922|high|60700|5|17|0|Male
26923|high|85207|6|17|80|Female
26924|high|82528|7|19|80|Male
26925|high|61700|5|20|60|Male
26926|high|76232|5|17|50|Male
26927|high|63217|5|16|30|Male
26928|high|77176|5|16|80|Male
26929|high|68249|5|16|90|Female
26930|high|85611|5|19|20|Male
26931|high|86924|6|19|100|Female
26932|high|71182|5|19|80|Male
26933|high|72195|7|19|90|Male
26934|high|83015|7|19|10|Male
26935|high|64488|5|18|20|Male
26936|high|70433|7|16|80|Female
26937|high|85681|6|19|80|Male
26938|high|88211|6|16|10|Female
26939|high|61550|7|17|30|Female
26940|high|63162|7|17|30|Female
26941|high|71825|6|20|100|Male
26942|high|71095|6|20|100|Male
26943|high|71384|5|19|30|Female
26944|high|82494|6|18|10|Female
26945|high|73965|6|18|10|Female
26946|high|74413|7|17|90|Male
26947|high|72738|7|20|0|Female
26948|high|69682|6|20|10|Male
26949|high|69236|7|19|60|Male
26950|high|80905|6|16|80|Male
26951|high|79766|6|17|10|Female
26952|high|86739|5|16|60|Female
26953|high|77437|7|20|80|Female
26954|high|63166|6|19|40|Female
26955|high|80477|5|17|20|Female
26956|medium|67217|2|16|10|Female
26957|medium|57528|3|14|90|Female
26958|medium|58637|2|15|10|Female
26959|medium|60181|3|15|60|Female
26960|medium|65832|3|16|40|Female
26961|medium|65830|2|15|30|Female
26962|medium|61895|1|15|90|Female
26963|medium|66491|2|15|90|Female
26964|medium|56427|1|14|90|Female
26965|medium|57450|2|15|20|Female
26966|medium|55775|1|16|80|Female
26967|medium|69053|1|15|70|Female
26968|medium|65600|2|15|10|Female
26969|medium|59285|4|14|60|Female
26970|medium|65538|1|14|0|Female
26971|medium|62970|3|16|50|Female
26972|medium|60635|1|16|80|Female
26973|medium|56030|2|15|50|Female
26974|medium|58555|3|14|80|Female
26975|medium|58074|4|16|20|Female
26976|medium|61073|1|16|10|Female
26977|medium|60526|4|14|80|Female
26978|medium|60035|3|16|40|Female
26979|medium|59809|2|15|90|Female
26980|medium|64772|2|14|60|Female
26981|medium|57746|2|15|50|Female
26982|medium|59749|3|14|60|Female
26983|medium|68791|1|15|70|Female
26984|medium|64844|4|15|100|Female
26985|medium|68471|1|16|60|Female
26986|medium|59446|2|16|90|Female
26987|medium|63578|1|15|70|Female
26988|medium|59583|3|14|50|Female
26989|medium|69235|3|14|50|Female
26990|medium|68629|4|14|20|Female
26991|medium|66730|3|16|20|Female
26992|medium|68991|3|14|30|Female
26993|medium|62670|3|14|80|Female
26994|medium|66551|2|16|90|Female
26995|medium|67745|2|15|50|Female
26996|medium|67460|4|16|60|Female
26997|medium|62271|2|14|80|Female
26998|medium|64126|2|16|20|Female
26999|medium|67559|3|14|80|Female
27000|medium|63202|4|14|70|Female
27001|medium|62751|4|15|50|Female
27002|medium|64641|4|16|30|Female
27003|medium|55587|4|16|90|Female
27004|medium|65467|1|16|50|Female
27005|medium|56221|3|14|100|Female
27006|low|54587|4|12|40|Male
27007|low|53076|3|14|70|Male
27008|low|52177|4|12|10|Male
27009|low|57848|6|14|90|Male
27010|low|47139|6|13|60|Female
27011|low|45701|3|12|20|Female
27012|low|52114|5|12|80|Male
27013|low|47504|3|14|90|Female
27014|low|51015|4|14|90|Female
27015|low|55867|3|14|40|Male
27016|low|46356|6|14|80|Female
27017|low|51249|5|14|20|Female
27018|low|48843|3|12|90|Male
27019|low|47297|5|12|50|Male
27020|low|57838|3|12|70|Male
27021|low|58923|6|12|70|Male
27022|low|50967|5|13|70|Male
27023|low|53675|4|14|50|Female
27024|low|53130|5|12|90|Female
27025|low|53572|3|13|40|Male
27026|low|56897|5|12|30|Female
27027|low|51754|4|14|30|Male
27028|low|46000|3|14|70|Female
27029|low|47726|4|14|70|Female
27030|low|51944|6|13|60|Female
27031|low|59655|3|14|70|Male
27032|low|45315|5|14|10|Male
27033|low|49483|6|14|90|Female
27034|low|50623|5|13|60|Male
27035|low|53416|5|13|90|Female
27036|low|56576|3|14|10|Male
27037|low|53397|4|13|90|Female
27038|low|52991|3|14|50|Female
27039|low|59982|6|14|0|Male
27040|low|55659|6|12|50|Male
27041|low|53993|5|12|20|Male
27042|low|55466|6|12|100|Female
27043|low|54286|3|14|90|Male
27044|low|46791|3|13|50|Female
27045|low|54486|4|12|50|Female
27046|low|55776|3|12|40|Female
27047|low|52903|6|13|30|Female
27048|low|45837|3|14|50|Female
27049|low|46111|5|13|0|Male
27050|low|55484|4|12|90|Male
27051|low|49045|6|13|80|Male
27052|low|58049|3|12|50|Female
27053|low|59430|5|14|70|Female
27054|low|49637|3|12|100|Female
27055|low|57424|5|14|90|Male
27056|high|68723|7|20|30|Male
27057|high|73223|6|16|90|Male
27058|high|81018|6|20|20|Male
27059|high|78455|5|20|80|Female
27060|high|61539|6|19|20|Female
27061|high|65332|6|17|100|Male
27062|high|75865|6|18|100|Female
27063|high|81470|6|19|60|Female
27064|high|69939|6|16|40|Female
27065|high|70078|6|18|70|Female
27066|high|88011|6|19|10|Female
27067|high|68748|7|16|80|Male
27068|high|84697|6|18|30|Male
27069|high|86875|6|20|60|Female
27070|high|89098|7|18|80|Female
27071|high|73182|7|20|70|Male
27072|high|89240|5|19|10|Male
27073|high|63806|6|16|70|Female
27074|high|73705|7|20|50|Male
27075|high|74547|6|16|30|Male
27076|high|71866|6|20|30|Female
27077|high|74659|6|20|30|Female
27078|high|77091|5|19|50|Female
27079|high|66654|5|18|40|Male
27080|high|81503|5|18|40|Male
27081|high|88886|5|19|90|Female
27082|high|88297|7|16|90|Female
27083|high|69462|6|20|10|Female
27084|high|87344|5|18|60|Female
27085|high|60333|6|16|60|Female
27086|high|63091|5|19|90|Female
27087|high|87672|6|17|60|Female
27088|high|80120|6|18|20|Female
27089|high|83463|6|17|90|Female
27090|high|86603|7|19|50|Female
27091|high|68284|5|19|0|Female
27092|high|83580|6|18|0|Female
27093|high|84787|5|19|100|Female
27094|high|67670|5|20|70|Female
27095|high|75832|5|18|70|Male
27096|high|82066|5|20|70|Female
27097|high|82084|5|17|80|Female
27098|high|60735|6|17|40|Male
27099|high|73447|6|18|60|Female
27100|high|88456|5|19|70|Female
27101|high|88632|6|16|40|Female
27102|high|83637|6|18|10|Male
27103|high|80260|6|18|70|Female
27104|high|81913|5|20|80|Female
27105|high|87789|7|17|40|Female
27106|medium|69127|4|16|50|Female
27107|medium|62890|2|16|70|Female
27108|medium|58223|2|16|20|Female
27109|medium|68294|4|15|60|Female
27110|medium|60058|1|16|20|Female
27111|medium|67978|2|15|10|Female
27112|medium|56259|1|14|90|Female
27113|medium|62050|3|14|10|Female
27114|medium|65453|2|16|60|Female
27115|medium|64309|4|15|80|Female
27116|medium|61673|2|15|70|Female
27117|medium|59550|2|16|90|Female
27118|medium|62268|4|16|20|Female
27119|medium|59238|1|15|10|Female
27120|medium|63490|4|16|90|Female
27121|medium|68799|2|16|10|Female
27122|medium|62727|1|16|20|Female
27123|medium|68124|1|16|70|Female
27124|medium|60950|1|14|10|Female
27125|medium|61071|3|15|80|Female
27126|medium|68202|1|14|60|Female
27127|medium|63192|4|16|80|Female
27128|medium|63228|2|15|10|Female
27129|medium|62982|1|15|30|Female
27130|medium|58661|1|15|70|Female
27131|medium|68719|4|14|80|Female
27132|medium|68064|4|15|80|Female
27133|medium|56619|4|16|60|Female
27134|medium|56624|4|16|80|Female
27135|medium|55885|3|14|60|Female
27136|medium|62400|1|14|60|Female
27137|medium|58632|2|15|90|Female
27138|medium|69653|1|16|0|Female
27139|medium|60771|4|14|80|Female
27140|medium|68256|1|16|30|Female
27141|medium|63986|2|16|90|Female
27142|medium|67084|2|14|30|Female
27143|medium|56371|1|14|10|Female
27144|medium|61344|1|14|60|Female
27145|medium|62560|3|15|70|Female
27146|medium|57250|2|16|20|Female
27147|medium|65778|1|15|20|Female
27148|medium|56731|3|14|50|Female
27149|medium|64768|3|15|10|Female
27150|medium|63892|2|15|60|Female
27151|medium|67092|2|16|0|Female
27152|medium|64043|1|15|0|Female
27153|medium|57260|4|15|90|Female
27154|medium|56894|4|14|60|Female
27155|medium|62261|4|16|100|Female
27156|low|52491|5|12|100|Male
27157|low|45640|3|14|0|Male
27158|low|50212|3|12|80|Female
27159|low|54618|3|12|90|Male
27160|low|54337|3|14|100|Female
27161|low|52549|4|12|50|Female
27162|low|55888|3|12|60|Female
27163|low|51782|4|12|30|Male
27164|low|45470|3|13|100|Male
27165|low|56742|4|14|40|Male
27166|low|47323|4|12|40|Male
27167|low|57806|6|12|50|Male
27168|low|59075|5|12|0|Female
27169|low|58084|6|14|100|Female
27170|low|53548|3|12|10|Male
27171|low|51437|5|14|90|Female
27172|low|58039|6|12|10|Male
27173|low|53586|3|12|60|Male
27174|low|49110|6|13|70|Female
27175|low|54113|4|12|60|Female
27176|low|58906|5|14|10|Male
27177|low|47268|4|14|20|Male
27178|low|48882|6|14|30|Female
27179|low|47296|5|13|10|Male
27180|low|46297|6|12|90|Male
27181|low|47187|3|14|60|Female
27182|low|52628|3|13|50|Male
27183|low|49029|6|14|50|Male
27184|low|56632|6|13|60|Female
27185|low|53790|5|13|60|Female
27186|low|51763|5|12|40|Female
27187|low|52351|5|14|70|Male
27188|low|55561|3|13|80|Male
27189|low|56651|5|12|30|Male
27190|low|54222|5|14|50|Female
27191|low|56379|6|12|80|Female
27192|low|53004|5|13|10|Male
27193|low|51479|4|13|100|Male
27194|high|48296|5|14|50|Male
27195|low|74599|3|14|10|Female
27196|low|72282|5|14|100|Male
27197|low|50836|5|12|100|Male
27198|low|53639|6|13|80|Male
27199|low|88372|3|12|80|Male
27200|low|77684|3|12|90|Female
27201|low|58352|5|14|10|Female
27202|low|59847|5|12|60|Female
27203|low|54328|5|13|30|Male
27204|low|50813|6|12|60|Male
27205|low|55194|6|13|40|Male
27206|high|65972|6|17|80|Female
27207|high|63231|7|19|90|Male
27208|high|81861|6|16|40|Female
27209|high|72733|6|16|10|Female
27210|high|81304|5|19|40|Male
27211|high|80746|6|20|40|Female
27212|high|89839|7|17|20|Male
27213|high|81351|7|20|80|Female
27214|high|81302|7|18|100|Male
27215|high|72311|7|17|50|Male
27216|high|64084|6|17|80|Male
27217|high|84264|5|17|60|Male
27218|high|84943|7|16|70|Male
27219|high|64010|7|20|0|Female
27220|high|83910|5|16|10|Male
27221|high|64078|5|18|70|Male
27222|high|73261|7|20|70|Female
27223|high|74518|6|17|90|Female
27224|high|64977|5|18|40|Male
27225|high|64152|7|20|20|Male
27226|high|84629|5|17|10|Male
27227|high|82567|5|16|40|Male
27228|high|60468|5|17|50|Male
27229|high|86289|5|18|0|Male
27230|high|75680|6|19|10|Female
27231|high|76745|6|16|100|Female
27232|high|78573|7|19|10|Female
27233|high|86246|6|18|10|Female
27234|high|68818|7|17|60|Male
27235|high|81905|5|16|30|Female
27236|high|70124|5|19|90|Female
27237|high|71446|6|20|80|Female
27238|high|86064|7|18|0|Female
27239|high|71593|7|17|80|Female
27240|high|85039|5|20|40|Female
27241|high|61620|7|18|80|Female
27242|high|65825|5|18|10|Female
27243|high|70107|5|17|50|Female
27244|high|81088|6|17|40|Female
27245|high|79073|6|16|0|Male
27246|high|82215|6|19|100|Male
27247|high|89476|6|18|10|Female
27248|high|78555|7|17|0|Male
27249|high|60882|6|17|40|Female
27250|high|86793|5|16|0|Male
27251|high|78094|7|17|30|Male
27252|high|83509|6|17|90|Female
27253|high|63686|5|16|80|Female
27254|high|70992|5|19|30|Female
27255|high|80731|6|17|20|Female
27256|medium|57913|4|16|20|Female
27257|medium|69158|4|15|60|Female
27258|medium|57651|1|15|30|Female
27259|medium|65497|2|15|50|Female
27260|medium|59642|3|16|50|Female
27261|medium|67745|1|14|40|Female
27262|medium|62275|1|14|90|Female
27263|medium|64491|3|15|30|Female
27264|medium|65319|4|15|50|Female
27265|medium|66704|3|16|100|Female
27266|medium|66306|1|14|20|Female
27267|medium|58629|1|15|80|Female
27268|medium|56836|4|16|70|Female
27269|medium|66985|1|15|50|Female
27270|medium|66806|3|15|70|Female
27271|medium|60981|2|14|10|Female
27272|medium|68333|3|15|70|Female
27273|medium|67240|4|16|40|Female
27274|medium|63986|3|14|80|Female
27275|medium|60748|4|15|80|Female
27276|medium|67126|2|15|60|Female
27277|medium|67668|4|14|10|Female
27278|medium|55099|3|14|80|Female
27279|medium|63531|2|14|40|Female
27280|medium|56886|3|15|60|Female
27281|medium|65948|1|16|70|Female
27282|medium|62576|3|14|60|Female
27283|medium|62043|3|16|40|Female
27284|medium|63300|1|15|90|Female
27285|medium|68900|1|15|90|Female
27286|medium|57107|3|16|40|Female
27287|medium|62968|4|14|50|Female
27288|medium|55596|2|16|90|Female
27289|medium|55754|4|14|80|Female
27290|medium|62793|4|15|30|Female
27291|medium|57625|3|15|50|Female
27292|medium|60210|3|16|30|Female
27293|medium|60576|4|16|90|Female
27294|medium|58414|4|15|100|Female
27295|medium|66879|3|16|20|Female
27296|medium|63235|1|14|90|Female
27297|medium|59382|2|15|0|Female
27298|medium|58665|3|16|50|Female
27299|medium|68525|2|15|40|Female
27300|medium|67802|1|16|60|Female
27301|medium|65996|3|16|70|Female
27302|medium|58981|1|14|50|Female
27303|medium|59995|2|16|10|Female
27304|medium|57166|4|16|60|Female
27305|medium|55250|3|14|50|Female
27306|low|47330|3|13|90|Male
27307|low|53293|5|13|40|Male
27308|low|58920|5|13|20|Male
27309|low|50286|6|14|10|Male
27310|low|47390|6|14|40|Male
27311|low|47729|6|13|100|Male
27312|low|52592|6|12|100|Male
27313|low|55765|5|12|50|Female
27314|low|50852|4|14|80|Female
27315|low|47765|6|12|80|Female
27316|low|49269|5|13|70|Male
27317|low|54704|5|12|60|Female
27318|low|58258|6|13|30|Male
27319|low|59313|5|14|40|Male
27320|low|49377|3|13|90|Female
27321|low|59233|3|12|10|Female
27322|low|56853|3|13|0|Female
27323|low|57438|6|13|60|Female
27324|low|57936|6|14|70|Male
27325|low|49035|5|12|40|Male
27326|low|55955|4|13|30|Female
27327|low|59499|3|13|70|Female
27328|low|57561|3|14|20|Male
27329|low|50735|5|12|10|Male
27330|low|57710|4|14|20|Male
27331|low|58258|4|14|10|Female
27332|low|57209|3|13|90|Male
27333|low|48029|6|12|10|Male
27334|low|56401|4|14|30|Female
27335|low|57150|6|14|40|Female
27336|low|49258|4|13|60|Male
27337|low|52952|6|13|30|Male
27338|low|49013|5|12|50|Female
27339|low|56760|3|12|20|Male
27340|low|51450|4|13|90|Male
27341|low|51960|6|13|30|Male
27342|low|58327|4|13|40|Male
27343|low|50057|6|12|30|Female
27344|low|56857|6|13|40|Female
27345|low|59328|3|13|50|Male
27346|low|55565|5|14|40|Male
27347|low|59605|6|13|20|Female
27348|low|53146|3|14|40|Male
27349|low|48115|4|13|60|Female
27350|low|48476|6|12|50|Female
27351|low|55925|6|13|30|Female
27352|low|48071|4|13|80|Female
27353|low|55904|6|12|90|Female
27354|low|46159|4|13|50|Male
27355|low|55619|5|13|40|Male
27356|high|85664|5|19|40|Male
27357|high|76490|5|20|20|Female
27358|high|60562|5|17|10|Male
27359|high|89826|6|18|50|Female
27360|high|82093|5|18|30|Female
27361|high|78444|5|17|50|Female
27362|high|75690|7|20|50|Male
27363|high|79030|6|19|10|Male
27364|high|80194|7|20|50|Female
27365|high|87976|6|20|80|Male
27366|high|75154|7|17|40|Female
27367|high|88533|6|20|90|Female
27368|high|72715|6|20|70|Female
27369|high|88675|5|19|80|Female
27370|high|85180|6|18|40|Male
27371|high|89243|5|17|40|Male
27372|high|81648|7|16|60|Male
27373|high|65808|5|19|10|Male
27374|high|72489|5|18|80|Female
27375|high|89451|6|20|70|Female
27376|high|85267|5|20|30|Female
27377|high|71325|6|20|90|Male
27378|high|89954|7|17|20|Male
27379|high|68218|6|19|0|Male
27380|high|77390|6|18|70|Male
27381|high|84373|6|18|40|Male
27382|high|77411|7|17|90|Female
27383|high|73570|7|17|0|Female
27384|high|65584|5|18|40|Male
27385|high|67150|5|19|10|Male
27386|high|88384|6|19|60|Female
27387|high|72460|5|19|50|Male
27388|high|83237|5|18|20|Female
27389|high|85876|7|16|80|Male
27390|high|69684|5|16|20|Female
27391|high|80671|7|19|20|Male
27392|high|62599|6|20|20|Female
27393|high|81993|7|19|60|Female
27394|high|61717|5|16|10|Male
27395|high|77527|7|20|60|Female
27396|high|61306|7|18|40|Female
27397|high|71444|6|18|20|Female
27398|high|67864|5|17|40|Female
27399|high|69404|6|16|0|Female
27400|high|80784|6|17|80|Female
27401|high|89192|6|20|90|Female
27402|high|73305|5|18|80|Male
27403|high|83839|5|17|20|Male
27404|high|71966|5|17|10|Female
27405|high|60879|7|20|40|Female
27406|medium|56292|2|15|0|Female
27407|medium|56159|4|15|70|Female
27408|medium|63860|3|14|20|Female
27409|medium|61029|2|14|10|Female
27410|medium|59776|4|14|60|Female
27411|medium|62896|4|14|70|Female
27412|medium|57291|2|16|60|Female
27413|medium|65976|2|14|70|Female
27414|medium|57259|1|14|0|Female
27415|medium|67255|1|16|30|Female
27416|medium|64920|2|16|50|Female
27417|medium|57306|2|16|40|Female
27418|medium|66693|3|16|20|Female
27419|medium|57846|3|15|50|Female
27420|medium|68484|1|14|90|Female
27421|medium|58696|1|15|10|Female
27422|medium|56821|1|15|30|Female
27423|medium|69755|3|16|90|Female
27424|medium|61425|2|14|60|Female
27425|medium|64158|1|15|10|Female
27426|medium|66907|2|16|20|Female
27427|medium|63436|3|14|10|Female
27428|medium|61000|2|14|20|Female
27429|medium|69202|1|15|50|Female
27430|medium|68961|2|15|70|Female
27431|medium|61437|2|16|80|Female
27432|medium|62097|2|16|60|Female
27433|medium|65245|1|14|80|Female
27434|medium|68540|1|14|50|Female
27435|medium|57068|4|16|40|Female
27436|medium|61046|4|14|10|Female
27437|medium|66916|4|14|80|Female
27438|medium|69758|3|16|70|Female
27439|medium|63909|2|14|50|Female
27440|medium|59218|3|14|90|Female
27441|medium|59876|2|16|0|Female
27442|medium|57835|1|14|60|Female
27443|medium|62246|1|15|60|Female
27444|medium|66985|2|16|80|Female
27445|medium|68275|1|14|80|Female
27446|medium|59453|1|14|60|Female
27447|medium|63789|1|14|20|Female
27448|medium|58439|4|14|0|Female
27449|medium|65720|4|16|60|Female
27450|medium|66634|1|16|20|Female
27451|medium|56620|2|14|70|Female
27452|medium|66903|1|16|70|Female
27453|medium|61217|2|15|20|Female
27454|medium|58771|1|14|0|Female
27455|medium|55220|2|14|10|Female
27456|low|53732|3|13|60|Female
27457|low|54779|5|14|70|Male
27458|low|45479|5|12|90|Male
27459|low|49947|4|12|90|Male
27460|low|47913|5|13|30|Male
27461|low|54386|4|12|20|Male
27462|low|55299|4|12|10|Female
27463|low|57341|4|14|20|Male
27464|low|51584|6|12|50|Female
27465|low|53635|3|12|50|Male
27466|low|48336|4|12|30|Female
27467|low|55570|3|14|40|Male
27468|low|57485|4|14|80|Male
27469|low|47783|4|13|80|Male
27470|low|59634|5|14|50|Male
27471|low|49086|4|14|30|Female
27472|low|53413|4|12|30|Female
27473|low|52613|6|13|10|Male
27474|low|51715|5|13|90|Female
27475|high|52038|5|13|100|Female
27476|high|56669|5|14|40|Female
27477|high|56288|3|14|60|Male
27478|low|53783|4|13|20|Male
27479|low|56851|3|14|90|Female
27480|low|56088|6|13|40|Female
27481|low|45861|5|14|20|Male
27482|low|59125|5|14|50|Female
27483|low|45030|6|14|30|Female
27484|low|50440|4|13|90|Female
27485|low|53703|5|12|60|Female
27486|low|56900|5|13|50|Male
27487|low|56395|4|14|30|Female
27488|low|50561|6|13|60|Male
27489|low|46298|6|14|10|Male
27490|low|55236|5|14|90|Female
27491|low|46763|6|12|50|Female
27492|low|56991|3|12|60|Female
27493|low|47932|3|12|30|Female
27494|low|56709|6|13|30|Male
27495|low|49179|4|13|80|Female
27496|low|56052|5|13|80|Female
27497|low|53346|3|12|60|Female
27498|low|53225|4|14|90|Male
27499|low|47227|5|12|50|Male
27500|low|56810|6|12|100|Female
27501|low|55283|4|12|20|Female
27502|low|55572|4|13|40|Female
27503|low|59694|4|12|20|Male
27504|low|55110|6|14|0|Female
27505|low|57971|3|13|100|Female
27506|high|65328|6|19|60|Male
27507|high|64936|7|19|50|Female
27508|high|88167|5|19|90|Female
27509|high|66628|6|16|20|Female
27510|high|72865|6|17|40|Female
27511|high|71610|5|17|80|Male
27512|high|63129|5|20|40|Female
27513|high|89465|6|20|80|Female
27514|high|66993|7|20|90|Male
27515|high|75438|7|17|20|Female
27516|high|62881|5|19|70|Female
27517|high|61683|7|17|40|Male
27518|high|82719|6|16|50|Female
27519|high|86310|7|19|10|Male
27520|high|85473|5|20|90|Male
27521|high|88968|7|16|60|Female
27522|high|62240|6|17|10|Female
27523|high|75147|5|17|90|Male
27524|high|63235|5|18|90|Male
27525|high|83786|5|17|60|Female
27526|high|74943|5|16|70|Male
27527|high|71809|5|18|20|Female
27528|high|82078|7|18|90|Male
27529|high|70392|7|18|60|Female
27530|high|68122|6|16|90|Female
27531|high|71355|5|20|20|Male
27532|high|77983|6|20|80|Female
27533|high|81976|6|18|30|Female
27534|high|67190|5|20|50|Male
27535|high|86466|6|16|90|Female
27536|high|82134|5|20|40|Female
27537|high|61434|5|20|50|Male
27538|high|67491|5|17|10|Male
27539|high|64556|6|20|100|Female
27540|high|64180|5|18|90|Male
27541|high|62217|5|20|80|Female
27542|high|79023|6|19|40|Female
27543|high|65960|6|19|60|Male
27544|high|65294|5|19|10|Male
27545|high|74064|6|17|40|Male
27546|high|77910|7|18|30|Male
27547|high|61112|7|16|70|Male
27548|high|72524|5|19|80|Male
27549|high|79594|6|18|70|Male
27550|high|86294|5|16|20|Female
27551|high|63439|5|17|10|Male
27552|high|79860|7|19|0|Female
27553|high|63652|7|16|60|Male
27554|high|71068|5|16|30|Female
27555|high|66588|6|16|0|Male
27556|medium|55291|1|14|70|Female
27557|medium|61645|1|15|30|Female
27558|medium|66301|4|16|30|Female
27559|medium|69451|1|14|100|Female
27560|medium|55287|4|15|80|Female
27561|medium|67263|4|14|20|Female
27562|medium|56902|2|15|60|Female
27563|medium|62600|4|14|20|Female
27564|medium|64850|2|14|90|Female
27565|medium|55251|3|16|40|Female
27566|medium|63930|1|16|40|Female
27567|medium|61466|4|14|30|Female
27568|medium|61054|1|15|20|Female
27569|medium|68033|2|16|0|Female
27570|medium|63902|1|14|10|Female
27571|medium|60829|3|14|100|Female
27572|medium|61593|4|15|80|Female
27573|medium|56007|2|14|10|Female
27574|medium|63738|2|14|60|Female
27575|medium|55244|3|15|90|Female
27576|medium|62801|2|15|70|Female
27577|medium|57159|4|16|20|Female
27578|medium|58226|1|16|70|Female
27579|medium|68889|2|15|60|Female
27580|medium|56603|1|15|70|Female
27581|medium|67650|3|14|70|Female
27582|medium|67615|2|14|10|Female
27583|medium|62375|1|14|10|Female
27584|medium|58220|3|14|60|Female
27585|medium|58908|4|15|90|Female
27586|medium|65421|4|16|10|Female
27587|medium|63758|3|14|50|Female
27588|medium|67283|3|15|10|Female
27589|medium|68762|3|14|30|Female
27590|medium|64237|2|15|90|Female
27591|medium|68979|2|16|50|Female
27592|medium|57435|4|16|100|Female
27593|medium|68756|1|14|80|Female
27594|medium|56127|3|16|50|Female
27595|medium|69254|4|16|80|Female
27596|medium|65125|4|14|90|Female
27597|medium|69302|3|16|50|Female
27598|medium|55204|4|16|30|Female
27599|medium|68278|2|14|70|Female
27600|medium|58431|4|16|40|Female
27601|medium|69771|3|15|60|Female
27602|medium|69975|3|15|50|Female
27603|medium|63996|2|16|90|Female
27604|medium|59145|4|15|60|Female
27605|medium|67853|1|14|80|Female
27606|low|55780|4|12|30|Male
27607|high|46683|5|14|100|Male
27608|high|56338|3|14|30|Female
27609|high|57231|4|14|70|Female
27610|low|54042|6|14|30|Male
27611|low|59314|6|13|70|Female
27612|low|58029|5|12|40|Female
27613|low|50313|4|13|10|Female
27614|low|51185|4|14|90|Male
27615|low|46234|4|14|40|Female
27616|low|58380|4|13|20|Female
27617|low|45992|4|14|10|Female
27618|low|58484|4|13|90|Male
27619|low|50871|4|14|90|Female
27620|high|59532|6|13|80|Female
27621|high|46521|5|14|80|Female
27622|high|48086|5|13|30|Female
27623|high|58041|5|13|40|Female
27624|low|59833|5|14|10|Female
27625|low|59705|5|14|90|Female
27626|low|54012|6|14|40|Female
27627|low|51388|4|12|50|Male
27628|low|58011|5|14|10|Male
27629|low|51032|6|13|80|Female
27630|low|47357|6|12|10|Male
27631|low|49481|3|12|70|Female
27632|low|46525|5|14|70|Male
27633|low|56635|4|13|70|Female
27634|low|54294|6|13|50|Male
27635|low|50367|4|14|100|Male
